,arja,avatar,cardumen,fixminer,genprog,jGenProg,jKali,jmutrepair,kali,kpar,rsrepair,tbar
approach,58.97%,42.37%,0.00%,16.67%,76.63%,7.81%,29.49%,53.57%,6.36%,56.81%,22.31%,15.37%
